18.28,-25.995,18.575,-25.995
18.575,-25.995,18.575,-25.695
18.28,-29.055,18.575,-29.055
18.28,-29.055,18.28,-29.355
18.28,-29.355,18.575,-29.355
18.575,-29.355,18.575,-29.055
18.28,-32.415,18.575,-32.415
18.28,-32.415,18.28,-32.715
18.28,-32.715,18.575,-32.715
18.575,-32.715,18.575,-32.415
21.925,-22.335,21.925,-32.715
18.28,-35.775,18.575,-35.775
18.28,-35.775,18.28,-36.075
18.28,-36.075,18.575,-36.075
18.575,-36.075,18.575,-35.775
21.925,-35.775,22.22,-35.775
21.925,-35.775,21.925,-36.075
21.925,-36.075,22.22,-36.075
22.22,-36.075,22.22,-35.775
18.28,-39.135,18.575,-39.135
18.28,-39.135,18.28,-39.435
18.28,-39.435,18.575,-39.435
18.575,-39.435,18.575,-39.135
21.925,-39.135,22.22,-39.135
21.925,-39.135,21.925,-39.435
21.925,-39.435,22.22,-39.435
22.22,-39.435,22.22,-39.135
18.28,-42.495,18.575,-42.495
18.28,-42.495,18.28,-42.795
18.28,-42.795,18.575,-42.795
18.575,-42.795,18.575,-42.495
18.28,-45.855,18.575,-45.855
18.28,-45.855,18.28,-46.155
18.28,-46.155,18.575,-46.155
18.575,-46.155,18.575,-45.855
18.28,-49.215,18.575,-49.215
18.28,-49.215,18.28,-49.515
18.28,-49.515,18.575,-49.515
18.575,-49.515,18.575,-49.215
18.28,-52.575,18.575,-52.575
18.28,-52.575,18.28,-52.875
18.28,-52.875,18.575,-52.875
18.575,-52.875,18.575,-52.575
21.925,-42.495,21.925,-52.875
18.28,-52.575,18.58,-52.575
18.28,-52.575,18.28,-52.87
18.28,-52.87,18.58,-52.87
18.58,-52.87,18.58,-52.575
18.28,-55.93,18.58,-55.93
18.28,-55.93,18.28,-56.225
18.28,-56.225,18.58,-56.225
18.58,-56.225,18.58,-55.93
14.63,-52.575,14.93,-52.575
14.63,-52.575,14.63,-52.87
14.63,-52.87,14.93,-52.87
14.93,-52.87,14.93,-52.575
14.63,-55.93,14.93,-55.93
14.63,-55.93,14.63,-56.225
14.63,-56.225,14.93,-56.225
14.93,-56.225,14.93,-55.93
10.98,-52.575,11.28,-52.575
10.98,-52.575,10.98,-52.87
10.98,-52.87,11.28,-52.87
11.28,-52.87,11.28,-52.575
10.98,-55.93,11.28,-55.93
10.98,-55.93,10.98,-56.225
10.98,-56.225,11.28,-56.225
11.28,-56.225,11.28,-55.93
7.33,-52.575,7.63,-52.575
7.33,-52.575,7.33,-52.87
7.33,-52.87,7.63,-52.87
7.63,-52.87,7.63,-52.575
7.33,-55.93,7.63,-55.93
7.33,-55.93,7.33,-56.225
7.33,-56.225,7.63,-56.225
7.63,-56.225,7.63,-55.93
3.68,-52.575,3.98,-52.575
3.68,-52.575,3.68,-52.87
3.68,-52.87,3.98,-52.87
3.98,-52.87,3.98,-52.575
3.68,-55.93,3.98,-55.93
3.68,-55.93,3.68,-56.225
3.68,-56.225,3.98,-56.225
3.98,-56.225,3.98,-55.93
0.03,-52.575,0.33,-52.575
0.03,-52.575,0.03,-52.87
0.03,-52.87,0.33,-52.87
0.33,-52.87,0.33,-52.575
0.03,-55.93,0.33,-55.93
0.03,-55.93,0.03,-56.225
0.03,-56.225,0.33,-56.225
0.33,-56.225,0.33,-55.93
-3.62,-52.575,-3.32,-52.575
-3.62,-52.575,-3.62,-52.87
-3.62,-52.87,-3.32,-52.87
-3.32,-52.87,-3.32,-52.575
-3.62,-55.93,-3.32,-55.93
-3.62,-55.93,-3.62,-56.225
-3.62,-56.225,-3.32,-56.225
-3.32,-56.225,-3.32,-55.93
-7.27,-52.575,-6.97,-52.575
-7.27,-52.575,-7.27,-52.87
-7.27,-52.87,-6.97,-52.87
-6.97,-52.87,-6.97,-52.575
-7.27,-55.93,-6.97,-55.93
-7.27,-55.93,-7.27,-56.225
-7.27,-56.225,-6.97,-56.225
-6.97,-56.225,-6.97,-55.93
-10.92,-52.575,-10.62,-52.575
-10.92,-52.575,-10.92,-52.87
-10.92,-52.87,-10.62,-52.87
-10.62,-52.87,-10.62,-52.575
-10.92,-55.93,-10.62,-55.93
-10.92,-55.93,-10.92,-56.225
-10.92,-56.225,-10.62,-56.225
-10.62,-56.225,-10.62,-55.93
-1.6465,-28.84,-1.6465,-32.49125
-1.6465,-32.49125,-3.46895,-32.49125
-3.46895,-35.99137,-7.43135,-35.99137
-7.43135,-35.99137,-7.43135,-28.84
-7.43135,-28.84,-1.6465,-28.84
14.94605,-28.84,14.94605,-35.9774
14.94605,-35.9774,10.98111,-35.9774
10.98111,-35.9774,10.98111,-32.47728
10.98111,-32.47728,1.8587,-32.47728
1.8587,-28.84,1.8587,-32.500648
1.8587,-28.84,14.94605,-28.84
14.94605,-38.873,14.94605,-46.013448
14.94605,-46.013448,1.83838,-46.013448
1.83838,-46.013448,1.83838,-42.360928
1.83838,-42.360928,10.991778,-42.360928
10.98111,-38.873,10.98111,-42.39725
14.94605,-38.873,10.98111,-38.873
-1.6465,-42.39725,-1.6465,-46.05231
-1.6465,-46.05231,-7.4123,-46.05231
-7.42881,-38.89967,-7.4123,-46.05231
-3.46895,-38.89967,-7.42881,-38.89967
-3.46895,-38.89967,-3.46895,-42.39725
-3.46895,-42.39725,-1.6465,-42.39725
-3.46895,-32.49125,-3.46895,-35.99137
-10.4095,-49.70991,-10.4095,-25.17605
-7.53,-63.1084,-1.73,-63.1084
-4.79,-65.8484,-1.71,-65.8484
-1.71,-63.1084,-1.71,-65.8484
-2.51,-68.1284,2.51,-68.1284
-2.51,-68.1284,-2.51,-73.1484
-2.51,-73.1484,2.51,-73.1484
-4.79,-65.8484,-4.79,-75.4284
-4.79,-75.4284,-1.71,-75.4284
-1.71,-78.1684,-1.71,-75.4284
-7.53,-78.1684,-1.71,-78.1684
-7.53,-63.1084,-7.53,-78.1684
-11.2,-81.2684,-11.2,-58.7142
-11.2,-81.2684,11.2,-81.2684
1.71,-63.1084,7.53,-63.1084
7.53,-63.1084,7.53,-78.1684
4.79,-65.8484,4.79,-75.4284
1.71,-78.1684,7.53,-78.1684
11.2,-81.2684,11.2,-58.7142
2.51,-68.1284,2.51,-73.1484
1.71,-78.1684,1.71,-75.4284
4.79,-75.4284,1.71,-75.4284
1.71,-65.8484,4.79,-65.8484
1.71,-63.1084,1.71,-65.8484
